article_id,newspaper_name,edition,date,page,headline,byline,article
2_1922-05-04_p7_sn84026749_00280764851_1922050401_0814,The Washington times.,01,1922-05-04,p7,"C0LOREDF0LK


URGED To USE


BALLOT POWER

Seventh Annual Session OF
National Race Congress Is


Opened Here.",,the american negro must stop civilization as other races have done was the declaration made by the rev dr w ii jernagin of washington pastor of the mt car mel baptist church in calling to order the seventh annual session of the national race congress of america yesterday in vermont avenue baptist church the con gress will continue in session through friday complaints and wailings never yet accomplished anything and never will dr jernagin continued i ve had just as well realize that right now we have been complaining about our treatment in certain sec tons of our country about lynching about mob violence and still they go on and now il the time that we should unite and with the ballot seek to secure that which is our right by the constitution of the united states ii one man won t there in one who will and let that one who will have our franchise we are no longer to be political slaves the congress opened with repre sentatives from eighteen states present dir c c summerville of portsmouth va made the open ing prayer and welcome addresses were delivered by dr james + willis pastor of the vermont ave nue baptist church dr j l s holloman pastor of the second bap tist church and dr j harvery randolph chairman of the execu tive committee the addresses were responded to by rev dr j francis robson of cambridge mass
15_1922-06-04_p21_sn83030214_00206532750_1922060401_0089,New-York tribune.,01,1922-06-04,p21,"Social Morality Too Low
To Uphold Welfare Plans",,to uphold welfare plans something ike this story has hap pened in russia under communism the social morality of the masses of the russian people is much low for anything like the communist ideal he possible in this connection koro lenko gave the following highly inter esting characterization you will admit hope that love the russian people no less than any bolshevist and tina have proven ny ove by my whole life which is now drawing a close blu i love my people just as ii is in reality and do rot regard it merely as a medium for social experiments for example dur inr my travels in the united states thought with pleasure that in russia lynching of the sort that took place in one of the southern states az that time would he quite impossible a negro was burned alive for attacking ard numbering a white girl during the execution the ropes with whiea the negro was bound burned through snd ne erawled out of he fire then the father of the girl lifted the man with his own hands and threw rim back into the fire il think that even tow anything ike that would have been impossible in russia the slav character is much softer than the anglo sa on even capital punishment was brought into our mids only by the greeks together with cnrs iauiiy but this does not revent me from admitting that the general level of culture and morality il much hi~her in america than vitn rs tie case with the negro is such nre occurrence that is very rarity rad caused the extraordinary cruelty of ~ lvnehing crowd ordinarily young v rl can travel alone from one end of he country the other guarded only ~ the hrmness of social convention ii our land such traveller always runs the risk o being caught in the nets of our loose morals in rs natural qualities our people s m worse than any people in the rorls and this makes impossible not love it bu ii is very backward in it s moral culture il lacks tha
18_1922-06-05_p2_sn84020558_00414217783_1922060501_0384,Arizona republican.,01,1922-06-05,p2,"LYNCH LAW MAKES


BLOODY MAY WORST


MONTH IN HISTORY",Continued from Page one),jim benson negro sentenced to hang june for attacking an aged white woman three years ago was taken from the wilkinson county jail the prisoner escaped from the mob and was later captured by a deputy sheriff the dyer anti lynching bill which is troubling many senators who face contests at the next election pro vides a penalty of from five years to life for any member of mob that puts to death any guilty or innocent person t also provides for five years in prison or $ fine or both for any state or municipal officer who neglecrs protect a prisoner from mob violence and forfeit of $ by any county in which a person is lynched the money to be given to the victims family or de pendents or in lieu of them paid into the united states treasury
15_1922-02-02_p2_sn78000873_0027952505A_1922020201_0040,The Republican journal.,01,1922-02-02,p2,,,jake brooks a negro who worked in scking house in oklahoma city was lynched january ia twelve days later five men two negroes and three white men who had been arrested for completely in the affair were srraigned they plead guilty and were sentenced to life impris onment this is the way to put stop to lynchines no state which deals out justice to lypchers in this expeditions m amer needs to be alarmed about what will happen if the dyer anti lynching bill becomes law
5_1922-07-16_p9_sn83045462_00280657153_1922071601_0066,Evening star.,01,1922-07-16,p9,"StEEPS1ON1 TRACK,


TRAIN KILLS BOY
.s--s--F7s

Lad Dies From Injuries Wher
Legs Are Cut Off Be-


IoWknees.

not. AROUSED BY NOISE

Rail. Expanded by Heat Injuries
; Workman-0ther News Items
of Lynchburg.","Special Dispa tch, to The Star. !:",lynchburg v va july ly herman the fourteen year old son of c price > of this city died at a hospital here from the joss of both legs late tues day might when he was run over by a norfolk and western passenger train at winfall the lad was wait irg for the train and lay down on the track to sleep and the noise of the approaching train dfd not arouse him both legs were cut oft below = when the intense heat expanded a rail in one the tracks of the south ern railway twenty five miles south of here the ra l buckled and marshall robertson fifty q negro trackman the rail the rail jumped high enough in the air when the spike pressure was relieved to fall on the negro and fracture his right leg seriously the police department in lynch burg is conducting vigorous cam paign against infractions of the city traffic code which has resulted in nineteen convictions during the first half of the month which netted the city golfers exactly s and produced a marked reduction in the speeding in residential sections the depart ment is also watching the lights and licenses of cars closely walter doss of crewe formerly of bluefield w va is to be presented to the campbell county grand jury next monday on the charge of mur dering o e iinfors of crewe here june i without the formality of a preliminary trial the magistrate in vestigation has been evaded because of the expense of bringing witnesses here from crewe judgement of the court here having been sustained by the state supreme court upon an appeal lash hutch fnson negro has been again sen fenced to four years in prison on charge of having been implicated in the theft of $ worth of govern ment bonds from the first national bank here a year ago upon appeal from the police court here judge christian in the corpo ration court has sustained the right in the case of w e clements of the city to require a license for buses used in jtney lines running into the city the right to so levy was resisted in the police court and ii is understood steps will be taken to have the case reviewed by the state supreme court of appeals e a sigler native of ken lucky who has been principal of the central junior high school at hunt ington w va has been elected sui pervising principal of the t c glass high school here he will come here to begin his duties with the term commencing next fall miss thelma hudson daughter of mr and mrs s e hudson of this city and attley nj kidd also of lynchburg were married here at the brides home the piedmont baptist association will meet in annual session with the woodland baptist church in nelson county august is ii and is
49_1922-01-23_p1_sn86072239_00279526533_1922012301_0143,The Cordova daily times.,01,1922-01-23,p1,"SEVEN INDICTED FOR

 MURDER OF NEGRO",,oklahoma city jan five white men and two negroes were to day charged with murder in connec tion with the lynching of jake brooks negro packing house work ct on january
9_1922-05-19_p2_sn82014519_00414218969_1922051901_0264,New Britain herald.,01,1922-05-19,p2,"NEGRO IS LYNCHED

Texas Crowd Again Eyidentally Takes Law Into its Own Hands-Victim Found Hanging.",,conroe texas may s the body of a young negro was found py grimes county farmers swinging to a tree by the roadside near planters vile the negro who was known oy the name of early apparently hao been lynched last night early was taken by officers mon day night when screams of a young white girl whom it was reported he was attempting to attack aroused the neighborhood he was placed in jail at anderson but escaped tues day night several searching parties and a sheriff s posse were formed some of the searchers apparently cap tured the negro last night and lynch ed him officers of grimes country are in yestigating
4_1922-07-06_p1_sn87065535_00199916658_1922070601_0203,The Neshoba Democrat.,01,1922-07-06,p1,"TEXAS LEADS MISSISSIPPI


IN LYNCHINGS",,in the first six months of there were lynchings this is less than the rulnber for the first six months of and is more than the number il for the first six months of of the persons put to death or so per cent were in two states mississippi and texas il of those lynched were whites and q were negroes eleven of those put to death were charged with the crime of rape and nineteen were charged with other offenses five of those put to death were burned at the stake and were first put to death and then their bodies were burned four of those lynched in the year were burned at the stake and three were put to death and then their bodies were burned the states in which lynchings oc cured and the number in each state are as follows alabama arkan sas florida georgia louisi ana mississippi z south carroll ma l oklahoma l and texas il
16_1922-04-22_p2_sn84025815_00220720470_1922042201_0002,The Western outlook.,01,1922-04-22,p2,"SOMETHING NEW


UNDER THE SUN /!

WHITE WOMEN OF TEXAS ISSUE


ADDRESS",,the address adopted by the women is as follows we the members of the women s section of the texas state committee on interracial cooperation find our selves overwhelmed with the oppor tunity and the corresponding respon sibility which we this day face in sharing the task of bringing about better conditions and relations in the south between the white and negro races we deplore the fact that the relations for the past fifty years have been such as to separate the two races through lack of understanding on the part of both we know that ignorance takes its toll in crime and inefficiency that disease and death are no respecters of persons but that they sweep across the boulevards from the places of squalor and unsanitary living to the best kept and most pro tected homes we know also that crime is not segregated and that it s results are felt alike by all classes we are persuaded that our native southland can never reach its highest destiny while any part of its people are ignorant underfed and inefficient therefore together we must meet our task and seek to bring in a new day of better understanding to this end we call attention to some of the un derlying causes of present day ills prejudice recognizing the universal exist ence of prejudice among people of different races and deploring its existence and its consequent unjust results we therefore are resolved that the negro should have a hearing in his own behalf and further resolve that we shall not be content simply with being kindly disposed to the race but that our goodwill shall reach to the effort to secure for it s members justice in all things and opportunities for living that best life we desire for the negro as for all men per onal and racial justice in private life md in the courts of the land womanho d realizing the great increase of nulattoes and knowing full well that race can rise above it s woma lood we appeal for the protection of he chastity of the negro woman and ieclare ourselves for the single stand nd of morality among this race as veil as among our own childhood recognizing the right of every american child to be not only well orn but to be given the opportunity or developing his life to its fullest possibility we desire for the negro mid better homes better schools and etter christian training lynching lynching is the black spot on soul so long as america olds the record for its illegal taking i life so long as the headlines of orelgn papers carry in large letters america burns another negro just q long will her shame be worldwide we have no security unless the law rotects us mob violence knows no aw as women as mothers of men re protest we condemn every viola $ on of law in the taking of life no latter what the crime i ve declare ourselves for law and rder at all costs the public has a ght to prompt and certain justice nd should demand such of officials a nd courts we believe that america lould not permit ignorance and preju ice to be capitalized in common th the great and honored henry w fady of our own southland we say lot in passion my countrymen but in ason not in narrowness but in | eadth may we solve this problem i calmness and in truth and lighting u shadows let perpetual sunshine ur down on two races walking to = ther in peace and contentment x
25_1922-04-26_p3_sn83045774_00271744262_1922042601_0975,The New York herald.,01,1922-04-26,p3,"SHATTUCKS TO HUNT
BURGLAR IN EUROPE
Sail to Enlist Scotland
Yard and'Paris Police in


Search for Ey Butler.
CRIME GRIST GROWS
BantOn Hits Record Mark
With 81 Cases Disposed


OF in Security Drive.
LOWER TRIBUNALS BUSY
Prisoners Held for Holdups,


Killings and Other
Offenses.

LOWER TRIBUNALS BUSY",,albert r shattuck retired banker of washington square north and mrs shattuc sailed for europe sat urday to enlist the aid of scotland yard and of the french police in run ming down the leader of the band which recently attacked them in their home and stole $ in icwelry the departure of the couple which was made in secrecy became known yesterday physicians of the family said that another reason for their going was to try to recover from the shock and ordeal of having been un tremendously locked in a vault fol several hours on the day of the rob berry april the leader of the gang is supposed tt be henry boilat former butler in tn shattucls home the banker believes this man double crossed the others and fled abroad immediately after the crime with the entire lot of stolen gems robbery while in france and to have come to this country with conrederates to carry it out two of the band eugene diaset and noise bagnoi have pleaded guilty new york detectives have been seek ing in french colonies of various cities tor the missing man they feel con vinccd that he has returned to france ho dup suspects remanded eight men arrested monday night in an apartment in west s d street as suspects in a series of holdups were committed to harlem prison by magis trate ryttenberg in harlem court for examination tomorrow the prisoners are frank drago lawrence nifpardi thomas lowry richard lubby jacob wolf john carl son salvatore maria and william lee most of them live in harlem gerald cronin of os east seventy eighth street and james judge of s west forty ninth street were helo without bail by magistrate levine in west side court for the killing of john gerard drug clerk of west fif tieth street magistrate nolan in jefferson a arke court held without bail james lynch of ssl west seventeenth street and james russell of north bergen n j in con nection with with the killing of daniel murphy truck driver of s wash ington street lillian skolnicls and bessie klinrar of r under $ bail each in bridge pla a court on a charge of attacking mrs anna koff of the same address and rob bing her of a $ lavailiere max praiss of west twenty nintl street charged with implication in the robbery of the fur slsop of paul kurtze f west twenty eighth street was held i ll $ bail by magistrate nolan in jefferson market court three other men are under arrest for the crime good days court record total of fifty four cases were dis posed of yesterday in eleven criminal courts in new york county this is the highest mark reached since district at torney banton opened his drive on crime monday week ago there were thirty five pleas of guilty seven convictions and twelve sentences t took jury before judge mulqueen only fifteen minutes to return a verdict of first degree robbery as second offcnse against harry testa a of $ east th street he will be sentenced friday and may get forty years i m prisonment justice finch in the supreme court strongly criticized the giving of sus pended sentences and declared pcniten tiary terms more beneficial both to the community and the young criminal con victed for the first time judge mcintyre imposed sentences in two homicide cases raymond lyons seventh street got ten to twenty years for shooting michael renner of avenue = on march is george washington hobbs a east th street negro got seven to twenty years for the murder of george doles of east th street in july among other cases disposed of were the following james williams of west f d street negro sentenced tc five years by judge rosalsky upon ad mission of burglary john morn of ali east thirty eighth street and stephen o hagan rs of second ave nuc five to ten years judge muqueen confession of robbery harry green seventieth street brooklyn rob berry judge rosalsks harry ii nor ganstein norfolk street rob
3_1922-07-09_pNone_sn87062268_00271762070_1922070901_0075,The Pensacola journal.,01,1922-07-09,pNone,"Anti -Lynching Bill TO get


Negro Vote Would Hit Rail


Men, Repubs Refuse to Sign

Committee Men in Near Panic, Hoped Bill Would
Be Quietly Presented Verbally, But Chair
man Wants Names Down.",BY GEORGE II. MANNING.,washington july s the anti lynching bill which the republicans pass ed through the house with such haste jan as bait to catch large negro vote for the republican candidates in the northern states in november has after laying dormant in the senate over five months come back to plague its authors refuse to sign the point has now been reached where the republican members of the senate judiciary committee are declining to write and sign report to the senate favorable to passage of the measure for fear their words may be used against them during the coming campaign the eight republican members of the senate judiciary committee who recently voted to favorably report the bill to the senate cid so it is learned with the be lief that it would be quietly presented verbally to the senate and no written re port made an expadient only one member senator shortridge of california holds to the opinion that the measure is constitutional it is said the others acquiescing merely as politi cal expedient to hold the negro vote for republicans in november for this rea son shortrldge was chosen to make the report the committee members declare they win not sign the report and assert they want merely brief verbal report made that will not tie them down on the con stitutionality of the bill includes herrin case outbreaks like that which recently oc cured at herrin ill were not contem plated when the republicans had the measure before the house but it is now admitted that the illinois county would be accountable under the bill for pay ments of $ cash to the relatives of the forty odd men who were killed in the mine outbreak good speeches anyhow the present plan of the senate repubh can leaders is to pass the bill if possible and let the supreme court pass on it s constitutionality this would show the negro voters that the republican party had done all that was possible for the relief of their race even if the bill can not be passed in the senate some good speeches can be made on t by repubh oans to help the political situation this fall
11_1922-08-25_p15_sn82014519_00414218970_1922082501_0706,New Britain herald.,01,1922-08-25,p15,"SCARED TO DEATH

 ATLYNCH THREAT

Pursued by Crowd at Atlantic City He Falls in Faint and Fails

 to Revive.",,atlantic city n j aug after jasper bryant az a ne ro waiter of arctic avenue had been chased four blocks by an angry crowd crying lynch him he fell to the pavement he died of heart dis ease q few minutes after he was taken to the atlantic city hospital his collapse according to physicians was induced by fright a report turned in to police head quarters stated that bryant had at tackled one of several children who were playing in the street when they screamed passers by became en ragged at the negro and a crowd gath cred bryant started to run and was fol lowed closely by several men when he fell to the ground he was protect ed by one or two of the men while a call was sent for an ambulance
15_1922-11-28_p7_sn82014519_00414219202_1922112801_0427,New Britain herald.,01,1922-11-28,p7,MN LYNCHED. MIDoM sIl1s.,,lexington s c nov s suit has been entered against lexington coun for st as result of the lynch ing of william allen a negro near here in august t became known today the action is brought by mary alien his widow
11_1922-05-06_p1_sn85042243_00212478854_1922050601_0853,The Bismarck tribune.,01,1922-05-06,p1,"TEXANS AYENGE
GIRLS MURDER


BY LYNCHINGS

Two Negroes Are Burned While
Denying Guilt of Crime of


Which They Were Accused

TAKE THEM FROM JAIL

Grandfather of Slain Girl Wit.
nesses Attack of Mob Upon


The Negroes",,kervin tex may by the asso ciated press three negroes were burned to death at the same stake here at o clock this morning by mob of determined men following their alleged implication in the crimi nal assault and murder of year old ula awsley white girl whose mu tilated body was found near here thursday night snap curry the first negro burn ed was taken from the custody of freestone county officers earlier in the night as he was being conveyed from wortham to some point west it is alleged that he confessed to the mob he had assaulted and murdered the girl and that in his confession he implicated two other negroes j r varney and nose jones the mob took the two other negroes from the jail and all three were then rushed to kervin the home of the dead girl and an iron stake driven into the ground on small square in the heart of the town wood was ac cumulated and saturated with oil two deny guilt curry was burned first then var ney and jones there was some delay in burning the last two as they stead fastly> maintained their innocence third degree methods failed to bring confession and they were finally tossed into the flames on the strength of currys testimony after the third negro had been burned all three bo dies were piled together and a mass of fuel and oil flung over them this was ignited and early today the flames were still burning fiercely all three negroes were employed on the the farm of j t king prominent farmer of this community and grand father of the dead girl with whom she lived both parents being dead mr king was present at the cremation and the mob leaders are said to have obtained his approval before lighting the torches the lynchings were car ried out deliberately there was no discharge of firearms t was report ed however that the negroes were mutilated before being tied to the stake with the exception of few shouts and the screams of the con denied men there was little to dis turb the early morning quiet of the backwoods community kerv n is town of about in habitants about miles north of dallas miss awsley was riding her horse home from school which she attended several miles from kervin late thurs day when she was attacked
13_1922-05-27_p1_sn83030214_00206532348_1922052701_0731,New-York tribune.,01,1922-05-27,p1,"Negro Killed forAttacking
Woman and Numbering
Man and Body Burned;


10th in Texas in 2ODavs

Shot in Victims
Room by Her Father

Told Her Blacks Planned
Campaign of Terrorism


in Revenge, She Asserts",Special Dispatch to The Tribune,waco tex~ may s shot times by the father of his young woman victim dragged feet rs through the dusty streets of waco jeered by mob of persons and burned on funeral pyre or the public square su such was tht price jesse thomas twenty three sault on mrs margaret hayes las night fear that the situation might get be yond control of the waco officials caused governor neft to send n de tachment of state rangers here to night they are guarding the jail where other negroes are confined and which the mob has threatened to storm the fears of the authorities were aroused by statement that the negroes had organized to attack the whites because of recent lynchings ir texas the negro killed to day was the tenth victim of mobs in this state since may most of the lynchines fol lowing assaults upon white women thomas was arrested on the public square by l l mcclure and taken te the home of mrs hayes and when he was recognized by her the girls father opened fire with an automatic pistol the negro bolted from the room just as mrs hayes jumped up in her bed and screamed that s him that s him father seizes gun and shoots the father seized pistol and opened fire shooting the negro once while he was still in ghc sick room and three times in the hail and emptied his gun into the body when the negro fell dead in the back yard the head was beaten with a club and the mob which quickly gathered followed the body to local undertaking establish ment and obtained possession of it the body was dragged to the public square where a fire had been started to remain in the flames finally rope was again put on the charred body and the mob dragged it through the principal streets of the town amid wild tried to kill her mrs hayes victim of the assault told newspaper men here tonight the negro assailant told her the blacks were organized and intended to make a systematic campaign against white women in retaliation for the recent burnings of negroes in texas without trial mrs hayes was brought into waco at o clock friday morning after the ne gro had shot her companion dragged her into the woods and attacked her the negro attempted to shoot her she said but his pistol failed to explode at is either your life or mine he told her explaining if she went free she would identify him and a mob would get him just then freight train came in sight and the negro pushed her down the embankment and jumped aboard the train the whole country around waco is inflamed over the affair and race feel ing is running high tonight mob of men is surrounding the mclen nan county jail with the avowed pur pose of lynching five negroes con victed of murders in this county with in the last year rangers hold mob at bay storming of the jail is only pre vented by the six shooters of the rangers despite assurances that the murderers had been moved to dallas for safe keeping the mob fingered around the courthouse long past mid night
18_1922-01-05_p2_sn92051227_00415621012_1922010501_0044,The Bridgeport times and evening farmer.,01,1922-01-05,p2,FAIRFIELD,,the saloon of waldislaw burinsei on unquowa road was ra ded by | federal agents late tuesday after noon and a quantity of iquor seized the federal agents found four bottles | of whiskey in the cellar the bar l tender was arrested and taken to bridgeport where he was locked up burinski will be arraigned before u s commissioner lavery in bridge port friday morning charged with violation of the liquor laws the saloon of burinski has been subjected to several raids by police but each time no evidence of liquor was found in his place he was ar rested once and brought before town court but the evidence was not enough to convict him at the time of the raid by the fed eral agents there was a negro ire quenter in the place and as the agents got it all boss you ain t got it all but the agents got all that was sufh ctent and if the charge made to commissioner lavery proves true t will go hard with burimslxi the american legion basketball team will play the putnam a c team saturday the game will be called at game music being furnished by jim francis orchestra dr mary jennings practicing in a women s hospital in philadelphia has left for home after being the guest of her parents mt and mrs george p jennings of southport louise jen nings another daughter has returned to middlebury college after spending the holiday with her parents at the election of officers of the fairfield fire department no l held in the fire house tuesday night the old officers were reelected the fol lowing is the list of officers elected for the coming year ch ef e w pickett first assistant thomas lmur phy second assistant robert dalling recording secretary d carlson treas urer oliver jennings secretary geo and erson and president henry moore the red emn will hold a meeting tonight and all members are request ed to attend as big surprise is to feature the evening the arrange ments for the chicken supper to be given by the red men will be made the local chapter d a r met at the home of mrs h glover on the post road rev edwin si oox pas tor of the congregational church read several selections of verse after the business meeting a social hour was enjoyed mt and mrs r j henderson pa rents of harry henderson owner of hendersons news room returned nome a lgt spsnq ns ine new ssi holiday with friends in new york city monday january g the red mems | epban team will journey to nor walk where they will play the red mems team of that city the same lineup of the team will be used the red mems team has won nearly every game that they have played this sea son any one wishing to go to the basketball game is requested to see tom murphy manager fairfield laundry company is nak ing a hundred foot addition to its present building increased business is given as the reason for tsie large extension to their present plant john lynch who has been i ll for several weeks was seen out today for the first time he will soon return to work james moran has accepted a a= pcsi s ntf ion
13_1922-05-13_p10_sn87062237_00383342776_1922051301_0321,"Every evening, Wilmington daily commercial.",01,1922-05-13,p10,SUSSEX Athletes Make Good Showing at Georgetown Me,,ford helen jefferson nellie payne dorothy harrington and hattie short nrst milton elizabeth iank oerta campbell second milisboro elizabeth ellis dolia jones rmma timmons and pomela glover third timc not reported < yard relay boys pounds seaford kari utx james adams van lear stephency and howard stein flrst milton ralph reed carey clifton john lynch and ralph martin second georgetown jack layton john macklin thomas cal houn md edward jester third time sin seconds yard relay boys b pounds milton russell reed vernon john son orean meseick and ttprcoe wallis nrst seaford parker knowl ton allen stack ray king and george cole second greenwood enos stayton paul reynolds wi son wiloy and win cr morris third time gin seconds + o yard relay boys s pounds georgetown charles short calet wright rowland vaughan and lloyd short first seaford royce jones william grifnth granville culver and marion pier on eecond greenwood robert adams wyns iyden lester porter and nelson da wis third time bb seconds ss yerd relay junior boys sca ford william kinney james fog e harry darbie and irving carpenter first millsboro everett messick frank carmine mayer ablcman an irving burton second milton ear walls samuel williams inland pep per and joseph hslvalka third time minute bh seconds medley relay three foirths of mile senior boys milton belts pep per goodwin and dickerson first georgetown francis short caspe jones howard wilkins and alto isaacs second time minutes t seconds total scores = total scores at the field md trac meet were as follows seaford ia points georgetown milton a greenwood millsboro selby vile il cannon frankfort bethel and neal each laurel an lord baltimore each iewes an galloway each bridgeville an pennington each blue ribbons wers awarded for fr prize red ribbons for second and viii ribbons for third tho negro schools of sussex count viii have parade and field and trac = meet at georgetown next friday z the annual field and track meet p the kent county schools will be he at the caesar rodney school camder wyoming may and the annu parade and field and track meet of ii g new castle county schools at il g university of delaware newark ma
9_1922-08-25_p1_sn83030214_00206532774_1922082501_0633,New-York tribune.,01,1922-08-25,p1,"Negro, Chased by Mob,


Falls, Scared to Death",,atlantic city aug pa chased several blocks by an angry mob bent on lynching him to day jasper bryant a negro waiter fell stricken to the pavement and died a few minutes later he literally was frightened to death bryant is alleged to have at tackled one of several children playing in a street when they screamed a crowd gathered and the cry arose lynch him the negro started to run the mob at his heels and when ne fell to the pavement he was protected by several of his pursuers until a police ambulance could arrive
6_1922-01-25_p1_sn92051227_00415621012_1922012501_0279,The Bridgeport times and evening farmer.,01,1922-01-25,p1,"Meat Strikers

 Vote Tomorrow",,chicago jan locals of the amalgamated meat cutters and butcher workmen of america will vote tomorrow whether to end or continue their strike begun dec the employers owners of the great packing houses assert that the strike has been ineffective in some plants admissions were made that for few days work was diminished but recently it has been claimed all the plants have been op erating with output unimpaired un til recently the union maintained all plants were handicapped and the of workmen affected has been in dis pute the strike has resulted in numerous clashes between strike sym pathizers and the police in chicago and in the lynching of negro strike breakers at fort worth texas and oklahoma city okla yesterday at oklahoma city five men three white and two negroes were sentenced to life imprisonment for their part in the lynching of jake brooks a negro strike breaker the strike was called after a ma jority of the mem bers of the anal gamated meat cutters and butcher workmen of america voted in favor of it after wage reductions in various packing centers had been agreed on by plant councils the packing houses not recognizing the unions as existent but agreeing to negotiate with com nlittees from organizations of their own employees
11_1922-06-04_p1_sn84026749_00280764863_1922060401_0768,The Washington times.,01,1922-06-04,p1,,"nr Intern.tional Ner, set,iee.",kiryin tex june negro friends of leroy gibson nineteen years old and his brother allie gibson twenty four shot to death by officers who attempted to take them into custody are in open revolt here against the whites today this trouble followed the earlier lynching of four negroes reports persist that the negroes have armed themselves prominent citizens have intimated they may ask governor neff to declare martial law and send state rangers to the scene of the truoble armed men ready sheriff mayo has received tele phone calls from dallas and otl er cities saying that squads of men equipped with riot guns are ready to be sent to kirvin and at a mo ment s notice a score or more of negroes who fled from kirvin following the shoot ing were surrounded early today in a farmhouse near simsboro about four miles south of here at last reports they were still holding out against sheriff mayo and a large posse of deputies officers have requested farmers clerks and business men who rushed to the scene of the trouble to go back to their homes quietly they are remaining on the ground how ever and the feeling against the negroes is intense today s trouble is a direct result of the brutal murder of miss angie ausley seventeen year o old school girl on may for which crime three negroes already have been burned and one hanged
3_1922-09-22_p3_sn89066652_0021110949A_1922092201_1433,The Missouri herald.,01,1922-09-22,p3,"REPUBLICANS DROP


THE LYMCdING BIZ",,washington republican leaders in the senate have practically agreed not to bring up the dyer antilynch ing bill at this session of congress be cause of the threat of southern demo gratis to conduct prolonged filibus ter against it while the dyer bill as on the program agreed upon short time ago by the republican steering committee of the senate tor action at this session its elimination has been found ncssary by consum ing desire of the republican leaders to adjourn congress early so as to get out in the fall campaign so deter mined are the democratic senators in their opposition that they have threat ened to prevent any adjournment il the dyer bill is pressed republican leaders have tentative il agreed to an adjournment on sept they figure that all measures on the calendar except the antilynch ing bill can be disposed of by that date the anti lynching bill is one of the most irritating pieces of legislation that has ever been befor congrss t was introduced in the house in keep ing with a clause in the republican platform t passed the house after a spirited debate and has been kicked about the senate for some time de mocratic senators charge it is merely bid for the colored votes of the coun try t was reported to the senate on july s by senator shortridge of california acting chairman of the ju dietary committee editorial note the republicans of the state of missouri have not dropped the infamous measure it is conspicuous plank in their state platform recently promulgated and adopted in their convention held at springfield in missouri both local and state bosses are turning heaven and earth to negroize every communi ty of the state
11_1922-08-31_p21_sn83045774_00271744353_1922083101_0946,The New York herald.,01,1922-08-31,p21,"WEST INDIES ALERT
FOR CHRISTIAN UNITY
Bishop Bentley Of jamaica
Tells Episcopal Synod OF


Island Sentiment.
RACE PROBLEM SLIGHT
Archbishop Hutson Shows
Negroes Equal Under Law,


but Less Moral.

RACE PROBLEM SLIGHT",,church unity with the possibility of closer relationship with the episcopal church in the united states and re vision or the liturgy were considered by the synod of the anglican church of the west indies yesterday in the third day or its session at the church missions house psi fourth avenue revision of the book of common prayer win so before the general con vcntion of the church in portland ore within q few days so that any action of the synod may have an im portant bearing on discussions at the convention progress toward real christian unity was reported to the synod from bentley assistant bishop of that island who told of keen interest in the forth coming conference at washington on faith and order bishop bentley said we have already organized a friendly conference planned to include all of the christian churches in jamaica t has now become a somewhat more formal body unfortunately the roman catholics though they are extremely friendly do not feel free to participate in it the only difficulty we have en countered so far is in the recognition of each others ordera on matters of belief and croeds we are almost one tim is all the more important in that most of the denominations arc represented in jana maica anglican bap tist congregatonalist and so off a broad christian spirit is being exhibited by the various participants in the con ferences and it augurs well for the future all denominations including the roman catholics maintain cx treneiy friendly relations with each other on matters of government and education the right rev edward hutson of antigua archbishop of the province in talking of the work of the church in the islands pointed out that a great deal of t had to do with the blacks hc said somehow the negro problem in the west indos is not so difficult as in the united states our negroes seem to be more amenab bile and there is less feeling between the white and the black races there is virtually no social in tcrcourse between the two races but we all worship together and go to the altar together negroes and whites are absolutely equal before the courts as they are before the church there was no political problem in the islands comparable to that of the united states because practically all of the provinces were governed as crown provinces the archbishop added race riots and lynching would not be tolerated the great negro problem in the west llndies he said was that of morality as the negro so recently up from slavery was prone to forget the customs and regulations which civili xation had hinged on society
7_1922-01-23_p6_sn90051672_00383341383_1922012301_0464,Pueblo chieftain.,01,1922-01-23,p6,TODAY'S EVENTS,,the international court of justice has been summoned to assemble today in the peace palace at the hague the national agricultural conference suggested by president harding to suggest means of relieving distress among the farmers is to open in wash ineton today more than n dozen state agricultural and allied organizations of pennsyl vania are to hold their annual sessions at harrisburg during the week begin ming today luther boldly the negro whose sen sational flight after killing two detec tives in new york city attracted country wide attention is to be placed on trial today the trial is scheduled to begin at hamilton ala today of joseph w key the second of the alabama ma tional guasdsmen to be tried for al legged participation in the lynching of william baird
